experience_years,grade,specialization,city,work_format,company_segment,education,posted_date,description,salary_rub
NA,junior,mobile,moscow,office,mid_product,not_specified,NA,"Требуется mobile (junior). Swift, iOS, office формат. Москва.",150000
2,middle,data_science,rostov,remote,outsource,not_specified,2025-10-31,"Требуется data_science (middle). SQL, Spark, remote формат. Регион.",195000
NA,junior,backend,moscow,hybrid,NA,not_specified,2026-06-23,"bigtech приглашает backend. Требования: Python, Django, опыт 0.8+ лет.",185000
4,middle,frontend,rostov,NA,outsource,higher_general,2025-08-09,"Требуется frontend (middle). Angular, RxJS, office формат. Регион.",170000
1,junior,mobile,rostov,office,mid_product,not_specified,2025-01-06,Открыта позиция junior mobile. Технологии: React Native. Формат: офис.,105000
6,senior,qa,nizhny_novgorod,NA,enterprise,not_specified,2026-01-11,"Вакансия qa senior: Postman, SQL. Зарплата по результатам собеседования.",180000
7,senior,mobile,nizhny_novgorod,remote,mid_product,not_specified,2025-10-29,"Вакансия mobile senior: Swift, iOS. Зарплата по результатам собеседования.",365000
0,intern,devops,rostov,office,enterprise,not_specified,2025-09-30,"enterprise приглашает devops. Требования: K8s, Docker, Ansible, опыт 0.0+ лет.",70000
2,middle,devops,moscow,office,enterprise,not_specified,2025-04-25,"Открыта позиция middle devops. Технологии: K8s, Docker, Ansible. Формат: офис.",280000
3,middle,frontend,moscow,office,enterprise,not_specified,2025-02-22,"Ищем middle frontend в команду. Стек: Vue.js, Nuxt. Опыт от 2.7+ лет.",330000
4,middle,backend,moscow,NA,enterprise,not_specified,NA,"Вакансия backend middle: C#, .NET. Зарплата по результатам собеседования.",420000
3,middle,qa,novosibirsk,NA,enterprise,higher_tech,NA,"Требуется qa (middle). Python, Pytest, Selenium, office формат. Регион.",125000
3,middle,mobile,moscow,office,NA,NA,2025-10-11,Вакансия mobile middle: React Native. Зарплата по результатам собеседования.,310000
3,middle,qa,moscow,office,smb,not_specified,2025-03-26,"Открыта позиция middle qa. Технологии: Python, Pytest, Selenium. Формат: офис.",170000
6,senior,mobile,rostov,office,NA,higher_tech,NA,Вакансия mobile senior: React Native. Зарплата по результатам собеседования.,505000
3,middle,mobile,ekaterinburg,remote,mid_product,not_specified,2025-08-26,"Вакансия mobile middle: Swift, iOS. Зарплата по результатам собеседования.",250000
4,middle,frontend,rostov,NA,mid_product,not_specified,2025-05-25,"Вакансия frontend middle: Next.js, Tailwind. Зарплата по результатам собеседования.",175000
NA,intern,frontend,spb,office,enterprise,not_specified,NA,"Ищем intern frontend в команду. Стек: Next.js, Tailwind. Опыт от 0.1+ лет.",50000
6,senior,devops,moscow,office,outsource,higher_general,2025-09-06,"Открыта позиция senior devops. Технологии: Terraform, AWS. Формат: офис.",415000
8,senior,mobile,moscow,hybrid,mid_product,NA,2025-05-13,"Ищем senior mobile в команду. Стек: Flutter, Dart. Опыт от 7.5+ лет.",700000
5,senior,mobile,nizhny_novgorod,remote,NA,not_specified,NA,"Требуется mobile (senior). Swift, iOS, remote формат. Регион.",290000
NA,middle,mobile,moscow,hybrid,mid_product,not_specified,2025-04-28,"Открыта позиция middle mobile. Технологии: Kotlin, Android. Формат: гибрид.",440000
NA,junior,frontend,moscow,NA,enterprise,not_specified,2026-05-27,"Открыта позиция junior frontend. Технологии: Vue.js, Nuxt. Формат: гибрид.",115000
1,junior,frontend,nizhny_novgorod,remote,outsource,not_specified,2025-07-23,"Вакансия frontend junior: React, TypeScript. Зарплата по результатам собеседования.",60000
3,middle,qa,spb,office,smb,higher_general,2025-10-22,"Ищем middle qa в команду. Стек: Cypress, JS. Опыт от 2.7+ лет.",155000
1,junior,backend,ekaterinburg,office,enterprise,not_specified,2025-08-22,"Открыта позиция junior backend. Технологии: Java, Spring. Формат: офис.",90000
1,junior,backend,spb,hybrid,bigtech,NA,2026-03-17,"Вакансия backend junior: C#, .NET. Зарплата по результатам собеседования.",150000
1,junior,qa,ekaterinburg,office,outsource,not_specified,2026-06-11,"Вакансия qa junior: Python, Pytest, Selenium. Зарплата по результатам собеседования.",60000
3,middle,devops,spb,hybrid,smb,NA,2026-06-15,"Открыта позиция middle devops. Технологии: CI/CD, GitLab. Формат: гибрид.",245000
4,middle,data_science,moscow,hybrid,enterprise,NA,2025-11-20,"Ищем middle data_science в команду. Стек: TensorFlow, Pandas. Опыт от 3.7+ лет.",305000
2,middle,qa,kazan,remote,smb,NA,2025-01-10,"Вакансия qa middle: Cypress, JS. Зарплата по результатам собеседования.",110000
2,middle,frontend,novosibirsk,remote,bigtech,not_specified,2026-05-18,"Открыта позиция middle frontend. Технологии: Vue.js, Nuxt. Формат: удалёнка.",220000
NA,senior,backend,moscow,remote,mid_product,not_specified,2025-06-10,"Ищем senior backend в команду. Стек: Node.js, Express. Опыт от 6.2+ лет.",430000
4,middle,backend,novosibirsk,office,enterprise,not_specified,2025-04-23,"Открыта позиция middle backend. Технологии: Go, gRPC. Формат: офис.",255000
1,junior,backend,novosibirsk,office,mid_product,not_specified,2026-04-07,"mid_product приглашает backend. Требования: Node.js, Express, опыт 1.4+ лет.",85000
NA,senior,devops,spb,office,mid_product,not_specified,2026-03-30,"mid_product приглашает devops. Требования: Linux, Bash, опыт 6.1+ лет.",320000
NA,senior,frontend,samara,office,NA,higher_tech,2025-05-05,"Требуется frontend (senior). Angular, RxJS, office формат. Регион.",295000
NA,middle,backend,nizhny_novgorod,remote,mid_product,not_specified,2025-09-25,"Требуется backend (middle). Python, Django, remote формат. Регион.",205000
2,middle,qa,moscow,NA,mid_product,not_specified,2025-05-08,"Открыта позиция middle qa. Технологии: Postman, SQL. Формат: удалёнка.",190000
2,middle,backend,novosibirsk,remote,outsource,not_specified,2025-05-18,"Требуется backend (middle). Java, Spring, remote формат. Регион.",475000
1,junior,frontend,spb,NA,mid_product,not_specified,2025-05-13,"Ищем junior frontend в команду. Стек: Angular, RxJS. Опыт от 1.0+ лет.",80000
2,middle,qa,moscow,remote,outsource,not_specified,2025-10-13,"Ищем middle qa в команду. Стек: Java, JUnit. Опыт от 2.3+ лет.",155000
6,senior,qa,moscow,remote,outsource,not_specified,2026-03-14,"Требуется qa (senior). Java, JUnit, remote формат. Москва.",460000
2,middle,frontend,moscow,NA,outsource,not_specified,2026-01-22,"Требуется frontend (middle). Next.js, Tailwind, remote формат. Москва.",195000
NA,middle,devops,kazan,NA,outsource,not_specified,2025-02-25,"Требуется devops (middle). K8s, Docker, Ansible, remote формат. Регион.",150000
4,middle,frontend,moscow,office,bigtech,higher_general,NA,"Открыта позиция middle frontend. Технологии: Next.js, Tailwind. Формат: офис.",345000
2,middle,backend,kazan,office,NA,not_specified,2025-08-27,"Ищем middle backend в команду. Стек: C#, .NET. Опыт от 1.7+ лет.",210000
4,senior,data_science,novosibirsk,NA,bigtech,not_specified,2025-08-27,"bigtech приглашает data_science. Требования: scikit-learn, опыт 4.1+ лет.",460000
4,senior,backend,moscow,hybrid,enterprise,not_specified,NA,"Требуется backend (senior). Java, Spring, hybrid формат. Москва.",595000
NA,middle,backend,ekaterinburg,remote,mid_product,not_specified,2025-08-03,"Ищем middle backend в команду. Стек: Node.js, Express. Опыт от 1.7+ лет.",230000
1,junior,backend,kazan,NA,mid_product,NA,2025-10-14,"Ищем junior backend в команду. Стек: Python, Django. Опыт от 1.1+ лет.",80000
3,middle,frontend,ekaterinburg,office,mid_product,not_specified,2026-03-02,"Открыта позиция middle frontend. Технологии: React, TypeScript. Формат: офис.",230000
2,middle,frontend,moscow,remote,mid_product,not_specified,2025-05-18,"Ищем middle frontend в команду. Стек: Angular, RxJS. Опыт от 2.2+ лет.",285000
4,senior,mobile,nizhny_novgorod,office,mid_product,not_specified,2026-06-24,"Открыта позиция senior mobile. Технологии: Flutter, Dart. Формат: офис.",285000
3,middle,backend,moscow,office,bigtech,higher_general,2026-05-10,"Требуется backend (middle). Java, Spring, office формат. Москва.",470000
4,middle,data_science,moscow,remote,bigtech,higher_tech,2025-12-22,"Требуется data_science (middle). TensorFlow, Pandas, remote формат. Москва.",325000
2,middle,data_science,spb,hybrid,mid_product,NA,2025-05-10,"Требуется data_science (middle). TensorFlow, Pandas, hybrid формат. Санкт-Петербург.",260000
1,junior,frontend,samara,office,enterprise,not_specified,2025-05-27,"Вакансия frontend junior: Angular, RxJS. Зарплата по результатам собеседования.",75000
3,middle,qa,kazan,remote,mid_product,not_specified,2025-04-25,"Требуется qa (middle). Postman, SQL, remote формат. Регион.",145000
3,middle,frontend,spb,office,outsource,NA,NA,"Ищем middle frontend в команду. Стек: Angular, RxJS. Опыт от 3.2+ лет.",190000
3,middle,mobile,moscow,office,smb,not_specified,2025-01-23,"Открыта позиция middle mobile. Технологии: Flutter, Dart. Формат: офис.",320000
2,middle,frontend,moscow,remote,enterprise,NA,2025-04-22,"Требуется frontend (middle). Vue.js, Nuxt, remote формат. Москва.",260000
8,senior,backend,moscow,hybrid,NA,not_specified,2026-01-31,"Ищем senior backend в команду. Стек: C#, .NET. Опыт от 7.7+ лет.",485000
NA,middle,backend,spb,office,smb,not_specified,2025-01-19,"Вакансия backend middle: Node.js, Express. Зарплата по результатам собеседования.",185000
1,junior,backend,moscow,office,outsource,not_specified,2025-05-19,"Вакансия backend junior: Node.js, Express. Зарплата по результатам собеседования.",110000
4,middle,qa,ekaterinburg,NA,mid_product,not_specified,2026-03-12,"mid_product приглашает qa. Требования: Cypress, JS, опыт 3.5+ лет.",140000
1,junior,qa,spb,NA,mid_product,NA,2026-04-21,"Вакансия qa junior: Java, JUnit. Зарплата по результатам собеседования.",85000
2,middle,backend,moscow,remote,mid_product,not_specified,2026-01-03,"Ищем middle backend в команду. Стек: Node.js, Express. Опыт от 2.3+ лет.",345000
1,junior,devops,moscow,remote,outsource,higher_tech,2025-09-21,"Вакансия devops junior: Linux, Bash. Зарплата по результатам собеседования.",165000
6,senior,frontend,novosibirsk,office,mid_product,not_specified,2026-04-08,"mid_product приглашает frontend. Требования: Angular, RxJS, опыт 6.0+ лет.",380000
2,middle,backend,nizhny_novgorod,office,outsource,not_specified,2025-03-29,"Вакансия backend middle: Java, Spring. Зарплата по результатам собеседования.",175000
3,middle,backend,rostov,office,outsource,not_specified,2025-06-25,"outsource приглашает backend. Требования: C#, .NET, опыт 2.6+ лет.",165000
3,middle,data_science,rostov,office,enterprise,not_specified,2025-01-10,"Ищем middle data_science в команду. Стек: Python, PyTorch. Опыт от 2.6+ лет.",215000
1,junior,backend,novosibirsk,office,outsource,not_specified,2025-05-02,"Требуется backend (junior). Java, Spring, office формат. Регион.",75000
3,middle,backend,nizhny_novgorod,office,enterprise,higher_tech,2026-02-06,"Ищем middle backend в команду. Стек: Go, gRPC. Опыт от 3.4+ лет.",225000
2,middle,devops,moscow,office,NA,not_specified,2025-12-31,"Вакансия devops middle: Linux, Bash. Зарплата по результатам собеседования.",245000
NA,middle,data_science,spb,remote,mid_product,NA,2025-11-16,"Требуется data_science (middle). Python, PyTorch, remote формат. Санкт-Петербург.",255000
4,middle,mobile,nizhny_novgorod,office,NA,higher_general,2025-10-06,"Требуется mobile (middle). Kotlin, Android, office формат. Регион.",385000
2,middle,data_science,nizhny_novgorod,office,mid_product,not_specified,2026-04-09,"Открыта позиция middle data_science. Технологии: TensorFlow, Pandas. Формат: офис.",200000
2,middle,backend,moscow,office,mid_product,higher_general,2026-03-23,"Требуется backend (middle). C#, .NET, office формат. Москва.",410000
1,junior,data_science,nizhny_novgorod,office,outsource,not_specified,NA,Вакансия data_science junior: scikit-learn. Зарплата по результатам собеседования.,80000
4,middle,backend,rostov,office,enterprise,higher_tech,2026-03-04,"Открыта позиция middle backend. Технологии: Python, Django. Формат: офис.",225000
2,junior,data_science,moscow,NA,outsource,NA,2025-02-23,"Требуется data_science (junior). scikit-learn, office формат. Москва.",125000
NA,middle,qa,ekaterinburg,office,outsource,higher_general,2025-11-28,"Ищем middle qa в команду. Стек: Cypress, JS. Опыт от 3.2+ лет.",130000
3,middle,backend,moscow,remote,outsource,not_specified,2025-08-06,"Ищем middle backend в команду. Стек: Java, Spring. Опыт от 3.0+ лет.",245000
1,junior,frontend,nizhny_novgorod,office,smb,not_specified,2025-12-17,"Требуется frontend (junior). Next.js, Tailwind, office формат. Регион.",60000
7,senior,mobile,ekaterinburg,remote,enterprise,NA,2025-08-13,Открыта позиция senior mobile. Технологии: React Native. Формат: удалёнка.,1310000
3,middle,data_science,nizhny_novgorod,NA,mid_product,NA,2025-03-14,Вакансия data_science middle: scikit-learn. Зарплата по результатам собеседования.,185000
1,junior,qa,kazan,NA,enterprise,NA,NA,"Требуется qa (junior). Postman, SQL, remote формат. Регион.",80000
2,middle,backend,samara,office,outsource,higher_general,2025-12-15,"Требуется backend (middle). Node.js, Express, office формат. Регион.",225000
2,middle,frontend,moscow,hybrid,bigtech,not_specified,NA,"Ищем middle frontend в команду. Стек: Vue.js, Nuxt. Опыт от 1.8+ лет.",370000
8,senior,backend,kazan,remote,bigtech,not_specified,2025-11-30,"Ищем senior backend в команду. Стек: Java, Spring. Опыт от 7.8+ лет.",360000
4,middle,backend,spb,hybrid,outsource,not_specified,2025-01-23,"Ищем middle backend в команду. Стек: C#, .NET. Опыт от 3.8+ лет.",240000
2,middle,qa,samara,remote,NA,not_specified,2025-12-08,"Открыта позиция middle qa. Технологии: Cypress, JS. Формат: удалёнка.",105000
0,junior,data_science,kazan,office,mid_product,higher_tech,2025-11-25,"mid_product приглашает data_science. Требования: SQL, Spark, опыт 0.5+ лет.",95000
NA,middle,frontend,nizhny_novgorod,remote,mid_product,not_specified,2025-06-14,"Вакансия frontend middle: Vue.js, Nuxt. Зарплата по результатам собеседования.",190000
4,middle,frontend,moscow,hybrid,enterprise,not_specified,2026-01-30,"Вакансия frontend middle: Vue.js, Nuxt. Зарплата по результатам собеседования.",295000
1,junior,qa,moscow,office,outsource,not_specified,2026-03-07,"Открыта позиция junior qa. Технологии: Java, JUnit. Формат: офис.",245000
1,junior,backend,moscow,remote,bigtech,higher_tech,NA,"Ищем junior backend в команду. Стек: Java, Spring. Опыт от 0.9+ лет.",145000
3,middle,qa,moscow,office,bigtech,not_specified,2026-03-07,"Ищем middle qa в команду. Стек: Cypress, JS. Опыт от 2.8+ лет.",215000
14,lead,frontend,ekaterinburg,office,bigtech,not_specified,2025-11-12,"Открыта позиция lead frontend. Технологии: Angular, RxJS. Формат: офис.",1075000
4,senior,mobile,samara,remote,NA,not_specified,NA,"Требуется mobile (senior). Kotlin, Android, remote формат. Регион.",430000
3,middle,frontend,moscow,NA,bigtech,not_specified,2025-03-06,"Ищем middle frontend в команду. Стек: Next.js, Tailwind. Опыт от 3.1+ лет.",330000
2,middle,backend,spb,NA,outsource,higher_tech,2026-02-19,"Вакансия backend middle: Java, Spring. Зарплата по результатам собеседования.",215000
3,middle,mobile,moscow,office,enterprise,NA,2025-04-22,"enterprise приглашает mobile. Требования: React Native, опыт 3.1+ лет.",460000
3,middle,data_science,spb,remote,bigtech,higher_general,2025-12-02,Открыта позиция middle data_science. Технологии: scikit-learn. Формат: удалёнка.,315000
7,senior,backend,rostov,remote,smb,NA,2026-03-25,"smb приглашает backend. Требования: Node.js, Express, опыт 6.8+ лет.",345000
1,junior,frontend,novosibirsk,office,enterprise,not_specified,2025-03-13,"Требуется frontend (junior). Angular, RxJS, office формат. Регион.",80000
3,middle,backend,moscow,remote,enterprise,not_specified,NA,"Вакансия backend middle: Python, Django. Зарплата по результатам собеседования.",430000
5,senior,backend,moscow,office,enterprise,not_specified,2026-04-09,"Ищем senior backend в команду. Стек: Go, gRPC. Опыт от 4.7+ лет.",705000
2,middle,data_science,moscow,remote,bigtech,not_specified,2025-08-23,Вакансия data_science middle: scikit-learn. Зарплата по результатам собеседования.,455000
10,lead,qa,moscow,office,NA,not_specified,2025-12-04,"mid_product приглашает qa. Требования: Postman, SQL, опыт 9.8+ лет.",310000
1,junior,backend,moscow,office,mid_product,NA,2025-02-20,"mid_product приглашает backend. Требования: C#, .NET, опыт 1.2+ лет.",145000
5,senior,frontend,moscow,office,outsource,NA,2026-05-28,"Вакансия frontend senior: Angular, RxJS. Зарплата по результатам собеседования.",430000
2,middle,backend,moscow,office,bigtech,not_specified,2026-02-21,"Открыта позиция middle backend. Технологии: Go, gRPC. Формат: офис.",410000
NA,junior,devops,samara,office,NA,not_specified,2026-03-27,"enterprise приглашает devops. Требования: K8s, Docker, Ansible, опыт 1.2+ лет.",120000
2,middle,backend,spb,office,enterprise,not_specified,2025-11-29,"enterprise приглашает backend. Требования: Java, Spring, опыт 2.4+ лет.",305000
3,middle,qa,moscow,hybrid,outsource,NA,2026-04-17,"Ищем middle qa в команду. Стек: Java, JUnit. Опыт от 2.8+ лет.",185000
2,middle,data_science,moscow,office,bigtech,not_specified,2025-09-05,"Вакансия data_science middle: Python, PyTorch. Зарплата по результатам собеседования.",275000
5,senior,data_science,samara,office,NA,higher_general,NA,Открыта позиция senior data_science. Технологии: scikit-learn. Формат: офис.,1050000
4,middle,qa,rostov,office,NA,NA,2025-02-08,"Требуется qa (middle). Java, JUnit, office формат. Регион.",250000
NA,junior,qa,moscow,remote,mid_product,NA,2025-04-25,"Ищем junior qa в команду. Стек: Java, JUnit. Опыт от 1.0+ лет.",100000
7,senior,qa,nizhny_novgorod,office,outsource,not_specified,2025-01-21,"Ищем senior qa в команду. Стек: Postman, SQL. Опыт от 7.4+ лет.",105000
2,middle,backend,kazan,office,outsource,not_specified,2025-09-15,"outsource приглашает backend. Требования: Go, gRPC, опыт 2.5+ лет.",165000
1,junior,mobile,moscow,hybrid,outsource,not_specified,2025-11-03,"Требуется mobile (junior). Swift, iOS, hybrid формат. Москва.",120000
5,senior,frontend,kazan,office,enterprise,not_specified,2025-04-20,"Открыта позиция senior frontend. Технологии: Angular, RxJS. Формат: офис.",385000
7,senior,backend,ekaterinburg,office,outsource,not_specified,2025-12-08,"Вакансия backend senior: Python, Django. Зарплата по результатам собеседования.",310000
4,middle,mobile,nizhny_novgorod,office,enterprise,not_specified,2025-04-07,Вакансия mobile middle: React Native. Зарплата по результатам собеседования.,395000
0,intern,frontend,moscow,NA,mid_product,not_specified,2025-05-03,"Ищем intern frontend в команду. Стек: React, TypeScript. Опыт от 0.4+ лет.",55000
7,senior,frontend,moscow,hybrid,outsource,not_specified,2026-05-21,"Вакансия frontend senior: React, TypeScript. Зарплата по результатам собеседования.",975000
3,middle,backend,rostov,office,enterprise,NA,NA,"Вакансия backend middle: Java, Spring. Зарплата по результатам собеседования.",230000
4,senior,backend,nizhny_novgorod,remote,NA,higher_tech,NA,"Вакансия backend senior: Java, Spring. Зарплата по результатам собеседования.",365000
3,middle,qa,nizhny_novgorod,remote,outsource,not_specified,NA,"Требуется qa (middle). Python, Pytest, Selenium, remote формат. Регион.",105000
6,senior,data_science,kazan,office,NA,higher_general,2025-08-17,"Ищем senior data_science в команду. Стек: Python, PyTorch. Опыт от 6.2+ лет.",240000
2,middle,frontend,moscow,office,NA,higher_tech,NA,"Ищем middle frontend в команду. Стек: React, TypeScript. Опыт от 1.7+ лет.",275000
1,junior,backend,rostov,remote,enterprise,not_specified,2025-09-19,"Вакансия backend junior: Java, Spring. Зарплата по результатам собеседования.",90000
4,middle,qa,novosibirsk,office,enterprise,not_specified,2026-03-03,"enterprise приглашает qa. Требования: Java, JUnit, опыт 3.7+ лет.",140000
NA,senior,qa,samara,remote,NA,higher_tech,2026-06-26,"Требуется qa (senior). Postman, SQL, remote формат. Регион.",200000
2,middle,devops,moscow,hybrid,outsource,higher_tech,2025-10-19,"Ищем middle devops в команду. Стек: CI/CD, GitLab. Опыт от 2.1+ лет.",370000
3,middle,qa,kazan,hybrid,enterprise,not_specified,2026-03-28,"enterprise приглашает qa. Требования: Postman, SQL, опыт 3.4+ лет.",140000
NA,intern,frontend,spb,NA,bigtech,higher_tech,2025-06-14,"Вакансия frontend intern: Angular, RxJS. Зарплата по результатам собеседования.",65000
1,junior,qa,rostov,NA,bigtech,not_specified,2025-02-17,"Вакансия qa junior: Postman, SQL. Зарплата по результатам собеседования.",95000
2,middle,devops,ekaterinburg,NA,enterprise,not_specified,NA,"Вакансия devops middle: Terraform, AWS. Зарплата по результатам собеседования.",245000
4,middle,devops,moscow,hybrid,mid_product,NA,2026-05-07,"Требуется devops (middle). K8s, Docker, Ansible, hybrid формат. Москва.",295000
1,junior,mobile,spb,NA,outsource,not_specified,2025-06-23,"Ищем junior mobile в команду. Стек: Swift, iOS. Опыт от 1.1+ лет.",85000
7,senior,data_science,moscow,office,mid_product,higher_tech,2025-10-15,"Вакансия data_science senior: TensorFlow, Pandas. Зарплата по результатам собеседования.",540000
5,senior,backend,samara,office,outsource,not_specified,2026-05-18,"Вакансия backend senior: Python, Django. Зарплата по результатам собеседования.",385000
7,senior,qa,spb,office,smb,NA,2025-07-30,"Открыта позиция senior qa. Технологии: Java, JUnit. Формат: офис.",145000
3,middle,backend,samara,remote,enterprise,NA,2025-03-11,"enterprise приглашает backend. Требования: Java, Spring, опыт 3.3+ лет.",210000
2,middle,backend,kazan,office,mid_product,not_specified,NA,"Вакансия backend middle: Java, Spring. Зарплата по результатам собеседования.",260000
NA,middle,backend,moscow,hybrid,mid_product,not_specified,2025-04-17,"Ищем middle backend в команду. Стек: Python, Django. Опыт от 3.8+ лет.",340000
6,senior,frontend,ekaterinburg,office,NA,not_specified,NA,"outsource приглашает frontend. Требования: Angular, RxJS, опыт 5.7+ лет.",180000
3,middle,backend,kazan,remote,enterprise,not_specified,2025-11-14,"Требуется backend (middle). Go, gRPC, remote формат. Регион.",195000
0,junior,devops,nizhny_novgorod,remote,outsource,NA,2025-03-01,"Вакансия devops junior: Linux, Bash. Зарплата по результатам собеседования.",85000
2,middle,frontend,spb,office,enterprise,higher_general,2026-01-16,"enterprise приглашает frontend. Требования: Next.js, Tailwind, опыт 1.6+ лет.",295000
3,middle,frontend,moscow,office,mid_product,not_specified,2025-10-23,"Ищем middle frontend в команду. Стек: Angular, RxJS. Опыт от 3.0+ лет.",315000
2,middle,frontend,rostov,office,enterprise,not_specified,2026-01-30,"Ищем middle frontend в команду. Стек: Vue.js, Nuxt. Опыт от 1.6+ лет.",240000
NA,middle,frontend,ekaterinburg,remote,outsource,not_specified,2025-06-12,"Открыта позиция middle frontend. Технологии: Next.js, Tailwind. Формат: удалёнка.",190000
6,senior,frontend,samara,remote,mid_product,not_specified,2025-11-03,"Открыта позиция senior frontend. Технологии: Angular, RxJS. Формат: удалёнка.",280000
1,junior,frontend,moscow,office,enterprise,NA,2026-06-11,"Ищем junior frontend в команду. Стек: React, TypeScript. Опыт от 1.3+ лет.",125000
6,senior,qa,spb,office,mid_product,not_specified,2025-12-17,"mid_product приглашает qa. Требования: Cypress, JS, опыт 5.7+ лет.",250000
2,middle,frontend,kazan,office,bigtech,NA,2026-03-15,"Открыта позиция middle frontend. Технологии: Angular, RxJS. Формат: офис.",235000
2,middle,qa,spb,hybrid,enterprise,NA,NA,"enterprise приглашает qa. Требования: Cypress, JS, опыт 1.9+ лет.",235000
